,Hawk,Dove
0,0.001,0.999
1,0.002,0.998
2,0.004,0.996
3,0.008,0.992
4,0.016,0.984
5,0.032,0.968
6,0.064,0.9359999999999999
7,0.126,0.874
8,0.236,0.764
9,0.42,0.5800000000000001
10,0.664,0.33599999999999997
11,0.892,0.10799999999999998
12,0.8205980066445183,0.17940199335548168
13,0.966,0.03400000000000003
14,0.9362101313320825,0.06378986866791747
15,0.8859180035650623,0.11408199643493766
16,0.8114754098360656,0.1885245901639344
17,0.97,0.030000000000000027
18,0.9433962264150944,0.05660377358490565
19,0.8972972972972973,0.10270270270270265
20,0.8277591973244147,0.17224080267558528
21,0.97,0.030000000000000027
22,0.9433962264150944,0.05660377358490565
23,0.896551724137931,0.10344827586206895
24,0.8272425249169435,0.1727574750830565
25,0.976,0.02400000000000002
26,0.9541984732824428,0.04580152671755722
27,0.9155963302752294,0.08440366972477065
28,0.8539518900343642,0.14604810996563578
29,0.7688679245283019,0.23113207547169812
30,0.938,0.062000000000000055
31,0.889087656529517,0.11091234347048295
32,0.8165289256198347,0.1834710743801653
33,0.954,0.04600000000000004
34,0.9154411764705882,0.0845588235294118
35,0.8544520547945206,0.14554794520547942
36,0.7711598746081505,0.2288401253918495
37,0.944,0.05600000000000005
38,0.8990990990990991,0.10090090090090087
39,0.8305369127516778,0.16946308724832215
40,0.7408536585365854,0.25914634146341464
41,0.932,0.06799999999999995
42,0.8802816901408451,0.11971830985915488
43,0.8036006546644845,0.1963993453355155
44,0.96,0.040000000000000036
45,0.9257884972170687,0.07421150278293132
46,0.8691099476439791,0.13089005235602091
47,0.7897271268057785,0.2102728731942215
48,0.96,0.040000000000000036
49,0.9257884972170687,0.07421150278293132
50,0.8688811188811189,0.13111888111888115
51,0.7877813504823151,0.21221864951768488
52,0.946,0.05400000000000005
53,0.9019963702359347,0.09800362976406529
54,0.8341708542713567,0.16582914572864327
55,0.7457886676875957,0.25421133231240434
56,0.932,0.06799999999999995
57,0.879646017699115,0.12035398230088501
58,0.8029315960912052,0.19706840390879476
59,0.972,0.028000000000000025
60,0.946969696969697,0.05303030303030298
61,0.9025270758122743,0.09747292418772568
62,0.8344594594594594,0.16554054054054057
63,0.7457886676875957,0.25421133231240434
64,0.93,0.06999999999999995
65,0.8769771528998243,0.12302284710017575
66,0.7980456026058632,0.2019543973941368
67,0.948,0.052000000000000046
68,0.9054545454545454,0.0945454545454546
69,0.839527027027027,0.16047297297297303
70,0.7507739938080495,0.24922600619195046
71,0.942,0.05800000000000005
72,0.8954954954954955,0.10450450450450455
73,0.8244147157190636,0.17558528428093645
74,0.976,0.02400000000000002
75,0.9541984732824428,0.04580152671755722
76,0.9154411764705882,0.0845588235294118
77,0.8542024013722127,0.1457975986277873
78,0.7708006279434851,0.22919937205651486
79,0.94,0.06000000000000005
80,0.8924731182795699,0.10752688172043012
81,0.8205980066445183,0.17940199335548168
82,0.972,0.028000000000000025
83,0.946969696969697,0.05303030303030298
84,0.9025270758122743,0.09747292418772568
85,0.8344594594594594,0.16554054054054057
86,0.7457886676875957,0.25421133231240434
87,0.944,0.05600000000000005
88,0.8989169675090253,0.10108303249097472
89,0.8279932546374368,0.17200674536256322
90,0.97,0.030000000000000027
91,0.943289224952741,0.056710775047258966
92,0.8972972972972973,0.10270270270270265
93,0.8283333333333334,0.17166666666666663
94,0.978,0.02200000000000002
95,0.9578544061302682,0.04214559386973182
96,0.9205175600739371,0.07948243992606285
97,0.8608695652173913,0.13913043478260867
98,0.7777777777777778,0.2222222222222222
99,0.946,0.05400000000000005
100,0.9025270758122743,0.09747292418772568
