,Hawk,Dove
0,0.001,0.999
1,0.002,0.998
2,0.004,0.996
3,0.008,0.992
4,0.016,0.984
5,0.032,0.968
6,0.062,0.938
7,0.122,0.878
8,0.226,0.774
9,0.412,0.5880000000000001
10,0.648,0.352
11,0.884,0.11599999999999999
12,0.8107667210440457,0.18923327895595432
13,0.7193500738552437,0.28064992614475626
14,0.6228187919463087,0.37718120805369126
15,0.868,0.132
16,0.7901430842607313,0.20985691573926868
17,0.6960926193921853,0.30390738060781475
18,0.5989445910290238,0.40105540897097625
19,0.84,0.16000000000000003
20,0.7534668721109399,0.24653312788906012
21,0.6559888579387186,0.34401114206128136
22,0.876,0.124
23,0.7996768982229402,0.2003231017770598
24,0.7026627218934911,0.2973372781065089
25,0.6026666666666667,0.3973333333333333
26,0.836,0.16400000000000003
27,0.7457364341085271,0.2542635658914729
28,0.6473029045643154,0.3526970954356846
29,0.894,0.10599999999999998
30,0.8233333333333334,0.17666666666666664
31,0.7322239031770046,0.2677760968229954
32,0.6373477672530447,0.36265223274695535
33,0.86,0.14
34,0.7770700636942676,0.22292993630573243
35,0.6805157593123209,0.3194842406876791
36,0.5849546044098574,0.41504539559014264
37,0.822,0.17800000000000005
38,0.7307110438729199,0.26928895612708015
39,0.6306429548563611,0.3693570451436389
40,0.862,0.138
41,0.78060413354531,0.21939586645469
42,0.6829971181556196,0.3170028818443804
43,0.5875486381322957,0.41245136186770426
44,0.824,0.17600000000000005
45,0.7333333333333333,0.2666666666666667
46,0.6317241379310344,0.36827586206896556
47,0.858,0.14200000000000002
48,0.7753164556962026,0.22468354430379744
49,0.6817538896746818,0.31824611032531824
50,0.5851755526657998,0.4148244473342002
51,0.828,0.17200000000000004
52,0.7370030581039755,0.2629969418960245
53,0.6377410468319559,0.36225895316804413
54,0.872,0.128
55,0.7945425361155698,0.2054574638844302
56,0.7001455604075691,0.29985443959243085
57,0.6021220159151194,0.3978779840848806
58,0.834,0.16600000000000004
59,0.7465648854961832,0.25343511450381684
60,0.6457461645746164,0.3542538354253836
61,0.874,0.126
62,0.797752808988764,0.202247191011236
63,0.7032163742690059,0.29678362573099415
64,0.6050531914893617,0.39494680851063835
65,0.84,0.16000000000000003
66,0.7527047913446677,0.24729520865533228
67,0.6560332871012483,0.3439667128987517
68,0.886,0.11399999999999999
69,0.8125,0.1875
70,0.7172932330827068,0.28270676691729324
71,0.6160108548168249,0.38398914518317506
72,0.872,0.128
73,0.7945425361155698,0.2054574638844302
74,0.7001455604075691,0.29985443959243085
75,0.6068152031454783,0.3931847968545217
76,0.842,0.15800000000000003
77,0.7542768273716952,0.2457231726283048
78,0.6540084388185654,0.3459915611814346
79,0.886,0.11399999999999999
80,0.8125,0.1875
81,0.7168674698795181,0.2831325301204819
82,0.6203208556149733,0.3796791443850267
83,0.852,0.14800000000000002
84,0.7672955974842768,0.23270440251572322
85,0.6709039548022598,0.32909604519774016
86,0.886,0.11399999999999999
87,0.8131147540983606,0.18688524590163935
88,0.7183734939759037,0.28162650602409633
89,0.6234979973297731,0.37650200267022693
90,0.862,0.138
91,0.780952380952381,0.21904761904761905
92,0.6834532374100719,0.3165467625899281
93,0.5872395833333334,0.41276041666666663
94,0.832,0.16800000000000004
95,0.7439024390243902,0.25609756097560976
96,0.6455172413793103,0.3544827586206897
97,0.884,0.11599999999999999
98,0.8104575163398693,0.1895424836601307
99,0.7189349112426036,0.28106508875739644
100,0.620457604306864,0.37954239569313597
