,Hawk,Dove
0,0.001,0.999
1,0.002,0.998
2,0.004,0.996
3,0.008,0.992
4,0.014,0.986
5,0.028,0.972
6,0.05,0.95
7,0.096,0.904
8,0.178,0.8220000000000001
9,0.332,0.6679999999999999
10,0.552,0.44799999999999995
11,0.806,0.19399999999999995
12,0.7138643067846607,0.28613569321533927
13,0.6121621621621621,0.3878378378378379
14,0.516209476309227,0.483790523690773
15,0.776,0.22399999999999998
16,0.68,0.31999999999999995
17,0.5827900912646675,0.4172099087353325
18,0.852,0.14800000000000002
19,0.7669291338582677,0.23307086614173234
20,0.6676136363636364,0.33238636363636365
21,0.573076923076923,0.42692307692307696
22,0.834,0.16600000000000004
23,0.7469512195121951,0.2530487804878049
24,0.6457461645746164,0.3542538354253836
25,0.5556946182728411,0.44430538172715894
26,0.798,0.20199999999999996
27,0.7046783625730995,0.29532163742690054
28,0.6058588548601864,0.3941411451398136
29,0.5147420147420148,0.48525798525798525
30,0.772,0.22799999999999998
31,0.673352435530086,0.32664756446991405
32,0.5786082474226805,0.42139175257731953
33,0.48972188633615477,0.5102781136638452
34,0.738,0.262
35,0.638121546961326,0.36187845303867405
36,0.541191381495564,0.458808618504436
37,0.77,0.22999999999999998
38,0.6737588652482269,0.3262411347517731
39,0.5747724317295189,0.42522756827048114
40,0.4934601664684899,0.5065398335315101
41,0.734,0.266
42,0.6356164383561644,0.36438356164383556
43,0.5408805031446541,0.4591194968553459
44,0.776,0.22399999999999998
45,0.6809116809116809,0.31908831908831914
46,0.5838751625487646,0.4161248374512354
47,0.4987980769230769,0.5012019230769231
48,0.746,0.254
49,0.6457461645746164,0.3542538354253836
50,0.5517676767676768,0.4482323232323232
51,0.792,0.20799999999999996
52,0.6954612005856515,0.30453879941434847
53,0.6002621231979031,0.39973787680209694
54,0.511002444987775,0.48899755501222497
55,0.784,0.21599999999999997
56,0.6878612716763006,0.3121387283236994
57,0.5865257595772787,0.4134742404227213
58,0.4945054945054945,0.5054945054945055
59,0.748,0.252
60,0.6509695290858726,0.3490304709141274
61,0.5591939546599496,0.4408060453400504
62,0.81,0.18999999999999995
63,0.7181008902077152,0.28189910979228483
64,0.6178861788617886,0.38211382113821135
65,0.5265760197775031,0.4734239802224969
66,0.796,0.20399999999999996
67,0.6982248520710059,0.30177514792899407
68,0.5994694960212201,0.4005305039787799
69,0.5115712545676004,0.48842874543239956
70,0.772,0.22799999999999998
71,0.6724137931034483,0.3275862068965517
72,0.5762273901808785,0.42377260981912146
73,0.838,0.16200000000000003
74,0.7503852080123267,0.24961479198767333
75,0.6503496503496503,0.3496503496503497
76,0.5569620253164557,0.44303797468354433
77,0.8,0.19999999999999996
78,0.7050147492625368,0.2949852507374632
79,0.6087533156498673,0.39124668435013266
80,0.5201958384332925,0.47980416156670747
81,0.778,0.22199999999999998
82,0.6837606837606838,0.3162393162393162
83,0.5845347313237221,0.41546526867627787
84,0.5041716328963052,0.4958283671036948
85,0.764,0.236
86,0.6666666666666666,0.33333333333333337
87,0.5662337662337662,0.4337662337662338
88,0.4802395209580838,0.5197604790419161
89,0.706,0.29400000000000004
90,0.606951871657754,0.393048128342246
91,0.5212636695018226,0.47873633049817743
92,0.768,0.23199999999999998
93,0.6690442225392297,0.3309557774607703
94,0.5804816223067174,0.4195183776932826
95,0.4982078853046595,0.5017921146953406
96,0.76,0.24
97,0.6624472573839663,0.33755274261603374
98,0.5710659898477157,0.4289340101522843
99,0.4856115107913669,0.5143884892086331
100,0.746,0.254
