,Hawk,Dove
0,0.001,0.999
1,0.002,0.998
2,0.004,0.996
3,0.008,0.992
4,0.016,0.984
5,0.032,0.968
6,0.062,0.938
7,0.124,0.876
8,0.226,0.774
9,0.406,0.594
10,0.656,0.344
11,0.882,0.118
12,0.8071895424836601,0.19281045751633985
13,0.97,0.030000000000000027
14,0.9433962264150944,0.05660377358490565
15,0.8974820143884892,0.10251798561151082
16,0.8283333333333334,0.17166666666666663
17,0.976,0.02400000000000002
18,0.9541984732824428,0.04580152671755722
19,0.9155963302752294,0.08440366972477065
20,0.8542024013722127,0.1457975986277873
21,0.7697160883280757,0.2302839116719243
22,0.94,0.06000000000000005
23,0.8926654740608229,0.10733452593917714
24,0.8211920529801324,0.17880794701986757
25,0.982,0.018000000000000016
26,0.9652509652509652,0.03474903474903479
27,0.9343339587242027,0.06566604127579734
28,0.8827708703374778,0.11722912966252219
29,0.808130081300813,0.19186991869918701
30,0.948,0.052000000000000046
31,0.9054545454545454,0.0945454545454546
32,0.8389830508474576,0.1610169491525424
33,0.964,0.03600000000000003
34,0.9327102803738317,0.06728971962616825
35,0.8798586572438163,0.12014134275618371
36,0.802610114192496,0.19738988580750405
37,0.946,0.05400000000000005
38,0.9019963702359347,0.09800362976406529
39,0.8330522765598651,0.16694772344013487
40,0.968,0.03200000000000003
41,0.9398496240601504,0.06015037593984962
42,0.8908765652951699,0.1091234347048301
43,0.8175787728026535,0.18242122719734655
44,0.972,0.028000000000000025
45,0.9468690702087287,0.05313092979127132
46,0.9025270758122743,0.09747292418772568
47,0.8347386172006745,0.16526138279932545
48,0.97,0.030000000000000027
49,0.9433962264150944,0.05660377358490565
50,0.8972972972972973,0.10270270270270265
51,0.8283333333333334,0.17166666666666663
52,0.968,0.03200000000000003
53,0.9398496240601504,0.06015037593984962
54,0.8908765652951699,0.1091234347048301
55,0.8187808896210873,0.1812191103789127
56,0.964,0.03600000000000003
57,0.9328358208955224,0.06716417910447758
58,0.8794326241134752,0.12056737588652477
59,0.8032520325203252,0.19674796747967482
60,0.962,0.038000000000000034
61,0.9292364990689013,0.07076350093109873
62,0.8756567425569177,0.12434325744308228
63,0.7977346278317152,0.20226537216828477
64,0.958,0.04200000000000004
65,0.922509225092251,0.07749077490774903
66,0.8641114982578397,0.13588850174216027
67,0.7830940988835726,0.21690590111642738
68,0.95,0.050000000000000044
69,0.9090909090909091,0.09090909090909094
70,0.8452380952380952,0.15476190476190477
71,0.982,0.018000000000000016
72,0.9652509652509652,0.03474903474903479
73,0.9344569288389513,0.06554307116104874
74,0.8833922261484098,0.11660777385159016
75,0.8078817733990148,0.1921182266009852
76,0.96,0.040000000000000036
77,0.9257884972170687,0.07421150278293132
78,0.868421052631579,0.13157894736842102
79,0.7901430842607313,0.20985691573926868
80,0.948,0.052000000000000046
81,0.9054545454545454,0.0945454545454546
82,0.838160136286201,0.161839863713799
83,0.98,0.020000000000000018
84,0.9615384615384616,0.038461538461538436
85,0.9276437847866419,0.07235621521335811
86,0.8717047451669596,0.12829525483304038
87,0.7909238249594813,0.20907617504051867
88,0.958,0.04200000000000004
89,0.922509225092251,0.07749077490774903
90,0.8636363636363636,0.13636363636363635
91,0.7808,0.21919999999999995
92,0.956,0.04400000000000004
93,0.9191176470588235,0.08088235294117652
94,0.8591304347826086,0.14086956521739136
95,0.7754777070063694,0.22452229299363058
96,0.946,0.05400000000000005
97,0.9023508137432188,0.0976491862567812
98,0.8341793570219966,0.16582064297800336
99,0.97,0.030000000000000027
100,0.9433962264150944,0.05660377358490565
